logFC	AveExpr	t	P.Value	adj.P.Val	B	Protein	Limma	Gene	Description
0.25651721259176036	24.88367646188515	4.9064160201343885	3.906722931127645e-4	0.028589526499268533	0.3544563087912245	P07099	Robust - w Patient effect	EPHX1	Epoxide hydrolase 1
0.313810040934589	20.462516559537647	4.860808588617842	4.214166752834721e-4	0.029860381562943166	0.2899837554220639	P51606	Robust - w Patient effect	RENBP	N-acylglucosamine 2-epimerase
-0.18050409901815762	21.208372994248368	-4.862493627273509	4.202367189306033e-4	0.029860381562943166	0.28205090289732837	P48556	Robust - w Patient effect	PSMD8	26S proteasome non-ATPase regulatory subunit 8
0.17225391570156703	19.0405355936541	4.845882940477743	4.3202149589657623e-4	0.03013349933878619	0.2741253469775069	P48449	Robust - w Patient effect	LSS	Lanosterol synthase
-0.2486054832560064	19.49288046487175	-4.830528939092844	4.432233180255078e-4	0.03043921371793641	0.24492659343456236	O43809	Robust - w Patient effect	NUDT21	Cleavage and polyadenylation specificity factor subunit 5
0.3938176094776066	24.492733962762944	4.80476648941468	4.627086939690718e-4	0.030775127651384387	0.18044157214556122	Q14019	Robust - w Patient effect	COTL1	Coactosin-like protein
0.3371231470386125	20.498897572426426	4.796315441861398	4.6929467626031287e-4	0.030775127651384387	0.1700588016263529	Q15746	Robust - w Patient effect	MYLK	Myosin light chain kinase, smooth muscle
-0.26757100102487474	25.183216581748574	-4.780926262629463	4.815413527084997e-4	0.030775127651384387	0.1646730180881706	P07437	Robust - w Patient effect	TUBB	Tubulin beta chain
0.4440949534328583	20.783275036308208	4.791189315339599	4.733373506433886e-4	0.030775127651384387	0.1586535513659033	Q27J81	Robust - w Patient effect	INF2	Inverted formin-2
-0.17250678580001558	20.11806127887296	-4.76282906618216	4.96373026635232e-4	0.030775127651384387	0.15639610103029877	Q53H12	Robust - w Patient effect	AGK	Acylglycerol kinase, mitochondrial
0.2946131241839701	23.70541128088409	4.768301075809428	4.918385506533711e-4	0.030775127651384387	0.13310376665053614	Q06323	Robust - w Patient effect	PSME1	Proteasome activator complex subunit 1
0.8039859312618745	22.50857838968929	4.767818086077048	4.922370356964083e-4	0.030775127651384387	0.12034263578495263	Q86Y22	Robust - w Patient effect	COL23A1	Collagen alpha-1(XXIII) chain
-0.3672725544378378	25.913291879105742	-4.743747446386671	5.125311957609408e-4	0.03091809807941675	0.11981964420323354	P05109	Robust - w Patient effect	S100A8	Protein S100-A8
0.2470024408321307	22.388736251733622	4.746038044918663	5.105627562053753e-4	0.03091809807941675	0.11102967878389602	Q9NZ08	Robust - w Patient effect	ERAP1	Endoplasmic reticulum aminopeptidase 1
0.23505310932763196	19.69918226179547	4.708840300870397	5.435329980271255e-4	0.031720632447847036	0.05496431728332141	O60637	Robust - w Patient effect	TSPAN3	Tetraspanin-3
-0.2862951029527889	17.52412120094366	-4.717174099483018	5.359572755571665e-4	0.031720632447847036	0.05029187610186714	Q96S59	Robust - w Patient effect	RANBP9	Ran-binding protein 9
0.16706403600543832	19.114840849759005	4.704568158243028	5.474599355629758e-4	0.031720632447847036	0.0463174018752861	P08243	Robust - w Patient effect	ASNS	Asparagine synthetase [glutamine-hydrolyzing]
-0.20488427749833388	20.071145400357597	-4.6888529137065325	5.621629164878279e-4	0.031720632447847036	0.006153484658466546	Q6KCM7	Robust - w Patient effect	SLC25A25	Calcium-binding mitochondrial carrier protein SCaMC-2
0.2889663392039544	16.550746521780738	4.682242945224252	5.684701155528142e-4	0.031720632447847036	0.004604631993514907	P19440	Robust - w Patient effect	GGT1	Glutathione hydrolase 1 proenzyme
0.4974217994418295	21.39584214034608	4.6861753543479665	5.647089554392071e-4	0.031720632447847036	-0.0078106466213192505	P51178	Robust - w Patient effect	PLCD1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1
0.1934411346570202	21.648582128739104	4.645734925209898	6.046661053609012e-4	0.032992158603509014	-0.05422109523128338	O75348	Robust - w Patient effect	ATP6V1G1	V-type proton ATPase subunit G 1
0.32291833641843254	21.29200867693479	4.641435851668197	6.090844834044624e-4	0.032992158603509014	-0.05848818889127916	Q9H8H3	Robust - w Patient effect	METTL7A	Methyltransferase-like protein 7A
0.35480608025424337	19.557838692930396	4.637239892679434	6.134294722426631e-4	0.032992158603509014	-0.06182124289918356	P08637	Robust - w Patient effect	FCGR3A	Low affinity immunoglobulin gamma Fc region receptor III-A
0.33505925115190177	24.17959395087346	4.628960853925786	6.22097957370881e-4	0.03306006287742396	-0.10429769333958294	P28838	Robust - w Patient effect	LAP3	Cytosol aminopeptidase
0.1810381507731633	23.334950022121348	4.593959525593005	6.601864517436977e-4	0.033328330067074606	-0.12996728528102786	P15121	Robust - w Patient effect	AKR1B1	Aldo-keto reductase family 1 member B1
0.18711935515738343	18.213631498079565	4.589765215511467	6.649116685892896e-4	0.033328330067074606	-0.13282342640271771	Q15477	Robust - w Patient effect	SKIV2L	Helicase SKI2W
-0.21234128183487294	17.17900582425496	-4.585579029637937	6.696630036461781e-4	0.033328330067074606	-0.14762967411943162	Q96RS6	Robust - w Patient effect	NUDCD1	NudC domain-containing protein 1
0.2944827466957084	19.074451725903845	4.588000696094552	6.669100923171341e-4	0.033328330067074606	-0.14781986650645962	P20036	Robust - w Patient effect	HLA-DPA1	HLA class II histocompatibility antigen, DP alpha 1 chain
0.18931397862139046	20.423527537897836	4.56939090679691	6.883732175853916e-4	0.033328330067074606	-0.18520175387685622	Q9P253	Robust - w Patient effect	VPS18	Vacuolar protein sorting-associated protein 18 homolog
0.14459916808235082	20.234459739013992	4.566988653934724	6.911959622714782e-4	0.033328330067074606	-0.20005192755666812	Q9NRZ7	Robust - w Patient effect	AGPAT3	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma
-0.21428022224701254	19.155016237168276	-4.553791250532977	7.06920734244192e-4	0.033328330067074606	-0.20057175050779286	P49757	Robust - w Patient effect	NUMB	Protein numb homolog
0.21728672276561764	22.531104827562338	4.557777765660857	7.021317496623007e-4	0.033328330067074606	-0.20486805435239752	Q9UIJ7	Robust - w Patient effect	AK3	GTP:AMP phosphotransferase AK3, mitochondrial
0.27059241458156547	18.79165893254682	4.556441447683113	7.03733274094984e-4	0.033328330067074606	-0.21640322668744094	Q53T59	Robust - w Patient effect	HS1BP3	HCLS1-binding protein 3
0.23070476606457896	23.392391020536458	4.556762454666714	7.03348211815751e-4	0.033328330067074606	-0.22662748366163843	P04080	Robust - w Patient effect	CSTB	Cystatin-B
0.22447814633005345	19.339037528986783	4.551844081120878	7.092722572518118e-4	0.033328330067074606	-0.23478593199341535	O75886	Robust - w Patient effect	STAM2	Signal transducing adapter molecule 2
0.143520874853164	22.720770712151026	4.524720051824765	7.428923678839931e-4	0.03394008015824409	-0.2653515691390309	P51149	Robust - w Patient effect	RAB7A	Ras-related protein Rab-7a
0.3250021162179255	20.165760430917594	4.510406747603326	7.613006916210137e-4	0.03432774027672935	-0.26713830162689245	P02461	Robust - w Patient effect	COL3A1	Collagen alpha-1(III) chain
0.3697113229580589	20.461086564695204	4.522983828807636	7.451003260546417e-4	0.03394008015824409	-0.2686763617517185	Q8WX93	Robust - w Patient effect	PALLD	Palladin
0.4195949241136737	23.82009180335622	4.53130910860809	7.345750414484672e-4	0.03394008015824409	-0.2688836129792991	P07339	Robust - w Patient effect	CTSD	Cathepsin D
-0.39472827302819113	16.9020821773197	-4.489938659271776	7.884563956934345e-4	0.035196693503754914	-0.3317845073759038	Q6NTF9	Robust - w Patient effect	RHBDD2	Rhomboid domain-containing protein 2
-0.22297766760803273	17.637759577190483	-4.465553138281779	8.2213484606374e-4	0.03528600053053822	-0.34512316851880964	Q9BX40	Robust - w Patient effect	LSM14B	Protein LSM14 homolog B
-0.22140696513063088	21.55026015735583	-4.459646179984351	8.305165466020384e-4	0.03528600053053822	-0.36074337021472225	Q9NYB9	Robust - w Patient effect	ABI2	Abl interactor 2
0.29100284064105786	20.46070054281181	4.459621277984094	8.305520695242531e-4	0.03528600053053822	-0.36360375465716466	Q9UMX5	Robust - w Patient effect	NENF	Neudesin
0.3496105168242667	25.984795030282555	4.4683394907262874	8.182118263990853e-4	0.03528600053053822	-0.3671192195084707	P02765	Robust - w Patient effect	AHSG	Alpha-2-HS-glycoprotein
0.18267278755825095	21.035893064249017	4.453935485887347	8.387045541680072e-4	0.03528600053053822	-0.37223083267559964	Q92882	Robust - w Patient effect	OSTF1	Osteoclast-stimulating factor 1
0.5568988018717822	24.202229951497827	4.448266083332873	8.469167041986502e-4	0.03528600053053822	-0.40071372297132335	P27338	Robust - w Patient effect	MAOB	Amine oxidase [flavin-containing] B
0.21966223609833643	21.129741211364856	4.4436305850241284	8.536935612226988e-4	0.03528600053053822	-0.4060745786274875	P04632	Robust - w Patient effect	CAPNS1	Calpain small subunit 1
0.21928599055331702	17.115665758919917	4.445609538213417	8.507935406908556e-4	0.03528600053053822	-0.40846092774856313	Q8WZ82	Robust - w Patient effect	OVCA2	Esterase OVCA2
0.36287687051604856	22.45545149968311	4.437172881765894	8.632288196598281e-4	0.03535278395377498	-0.4186074810220264	O95817	Robust - w Patient effect	BAG3	BAG family molecular chaperone regulator 3
0.24850314408623406	22.99292297499268	4.426873573932949	8.786670130792471e-4	0.03565790496714326	-0.4431528835434051	Q99536	Robust - w Patient effect	VAT1	Synaptic vesicle membrane protein VAT-1 homolog
-0.34123954912628385	22.271481732930788	-4.402870792086566	9.157739905364206e-4	0.0365001347656659	-0.4591083060309069	Q13423	Robust - w Patient effect	NNT	NAD(P) transhydrogenase, mitochondrial
0.3261321582371052	27.180019429257207	4.412282566007111	9.010328765780933e-4	0.03623613298238386	-0.46116191399728734	P06396	Robust - w Patient effect	GSN	Gelsolin
0.34898010636006266	21.77225350704229	4.389165014404061	9.376916916026592e-4	0.03671803255538834	-0.4696119866659618	P08571	Robust - w Patient effect	CD14	Monocyte differentiation antigen CD14
0.31984723085529637	24.57216023498005	4.396130944901493	9.26484551724177e-4	0.036600239282271914	-0.47567483645918784	P16070	Robust - w Patient effect	CD44	CD44 antigen
0.1738489919487748	18.643229030045816	4.369658842762991	9.698322345572615e-4	0.03754666621641895	-0.49094761188945046	Q96D71	Robust - w Patient effect	REPS1	RalBP1-associated Eps domain-containing protein 1
0.22913587534228064	15.855888444376282	4.3639934218956205	9.793807645160951e-4	0.03754666621641895	-0.5259676742065587	Q9Y6D0	Robust - w Patient effect	SELENOK	Selenoprotein K
0.7832492664754405	28.740768722645196	4.361222791072549	9.84086009704529e-4	0.03754666621641895	-0.549909354737248	P08670	Robust - w Patient effect	VIM	Vimentin
0.42387332341720957	22.87876975760417	4.323562919689416	0.0010504293928389427	0.03973827804773763	-0.615444383267028	P04439	Robust - w Patient effect	HLA-A	HLA class I histocompatibility antigen, A alpha chain
0.1663304915428928	20.834537336449944	4.290055813676603	0.0011133718417615148	0.041417432513528356	-0.6528810743961628	Q03154	Robust - w Patient effect	ACY1	Aminoacylase-1
-0.20831061196669126	19.29488624979259	-4.280956585150659	0.0011311333462296286	0.04173040708734762	-0.6634849327705732	Q9H6K5	Robust - w Patient effect	PRR36	Proline-rich protein 36
0.35233837773103627	23.31509828690469	4.29052716690928	0.0011124597120548637	0.041417432513528356	-0.6642597204217333	Q96AQ6	Robust - w Patient effect	PBXIP1	Pre-B-cell leukemia transcription factor-interacting protein 1
-0.20593433408445455	22.85922811612672	-4.264166362038746	0.0011646854500975451	0.042269559749881634	-0.6972059328570435	O75955	Robust - w Patient effect	FLOT1	Flotillin-1
0.4809524031721781	23.35271335090374	4.270479129262353	0.001151950758453704	0.04215006709620766	-0.7005702450288762	Q9BVA1	Robust - w Patient effect	TUBB2B	Tubulin beta-2B chain
0.194393254185762	24.21020746057847	4.253915502817787	0.0011856771983372225	0.042501391354044425	-0.7136866384981806	Q9NRX4	Robust - w Patient effect	PHPT1	14 kDa phosphohistidine phosphatase
0.3571210160313225	20.25285365121924	4.2376252771432075	0.001219849286557917	0.042542243868707356	-0.724688388712253	P09467	Robust - w Patient effect	FBP1	Fructose-1,6-bisphosphatase 1
-0.4108939443487406	20.887568337781122	-4.241127834555294	0.0012124165322101436	0.042542243868707356	-0.7285874733822721	P84243	Robust - w Patient effect	H3-3B	Histone H3.3
-0.1530687377086055	17.93170636947649	-4.239693547104048	0.0012154545165531207	0.042542243868707356	-0.7332910310868694	P23610	Robust - w Patient effect	F8A3	40-kDa huntingtin-associated protein
0.30022568731792143	24.503921609419976	4.251772509896551	0.0011901151252812618	0.042501391354044425	-0.735195994155112	P27816	Robust - w Patient effect	MAP4	Microtubule-associated protein 4
0.28527513561906565	18.65457862441605	4.22945368081501	0.001237374900905429	0.04281892680342508	-0.7726292320790105	Q07817	Robust - w Patient effect	BCL2L1	Bcl-2-like protein 1
0.2700904202859356	21.3762834720333	4.20341398956773	0.001294988267725381	0.04446790482404693	-0.7821893338381631	P08962	Robust - w Patient effect	CD63	CD63 antigen
0.35797736490412074	23.76704136521686	4.186994531599557	0.0013327429894069234	0.0450709447326705	-0.8141868421853076	P02730	Robust - w Patient effect	SLC4A1	Band 3 anion transport protein
0.3041676370203152	16.94575732053218	4.187324139292179	0.0013319739560950614	0.0450709447326705	-0.8270903575909809	O94956	Robust - w Patient effect	SLCO2B1	Solute carrier organic anion transporter family member 2B1
0.24022178333582697	20.20203019133666	4.1668557512284545	0.0013806159025072933	0.04633886758490645	-0.8734976423773659	P16930	Robust - w Patient effect	FAH	Fumarylacetoacetase
0.20858703187555597	19.531071224150473	4.145477200143544	0.0014333932254710407	0.047397535988909084	-0.903761784820432	Q9Y6X5	Robust - w Patient effect	ENPP4	Bis(5'-adenosyl)-triphosphatase ENPP4
0.20568315651047056	21.472118591409618	4.139509495931777	0.00144849636937578	0.0475447631830403	-0.9055814548223617	O15484	Robust - w Patient effect	CAPN5	Calpain-5
0.31568342882821937	22.118430446730756	4.147188627312013	0.0014290921379098032	0.047397535988909084	-0.9110309357443	Q9BQE5	Robust - w Patient effect	APOL2	Apolipoprotein L2
-0.18069045745180917	17.154743084020144	-4.119621832773245	0.0015000310309446568	0.048007142665974924	-0.9156027080073743	P53582	Robust - w Patient effect	METAP1	Methionine aminopeptidase 1
0.29836325728887203	19.817065951476867	4.120330720602898	0.0014981617974074133	0.048007142665974924	-0.9494219810420761	Q9NSC5	Robust - w Patient effect	HOMER3	Homer protein homolog 3
0.4134863380485877	25.866695202385607	4.124033484656819	0.0014884373348001416	0.048007142665974924	-0.9505374001553992	P00918	Robust - w Patient effect	CA2	Carbonic anhydrase 2
0.5468485811143198	24.458344901806143	4.1175151421239535	0.001505600352427529	0.048007142665974924	-0.9514551358329291	P08123	Robust - w Patient effect	COL1A2	Collagen alpha-2(I) chain
0.18534826127985696	21.985754880760467	4.107328627030789	0.0015328338465830798	0.048528867313098356	-0.9595077604246312	Q9NY33	Robust - w Patient effect	DPP3	Dipeptidyl peptidase 3
-0.19316289328179995	17.013977560423992	-4.099419947247292	0.0015543294777740156	0.04886286470974088	-0.9696775316030717	Q96T83	Robust - w Patient effect	SLC9A7	Sodium/hydrogen exchanger 7
0.26610769423185304	21.21367798125284	4.077798211484619	0.0016147063540487194	0.0493701997566677	-0.9713317107568198	P05362	Robust - w Patient effect	ICAM1	Intercellular adhesion molecule 1
-0.22389565947728965	23.464077667211964	-4.091617465929675	0.001575842796019272	0.04919274294706315	-0.9873105380241372	Q99623	Robust - w Patient effect	PHB2	Prohibitin-2
0.4453129664097141	20.62373758054903	4.077952924134259	0.0016142658058582492	0.0493701997566677	-1.0230772616794486	P24298	Robust - w Patient effect	GPT	Alanine aminotransferase 1
0.2627550262022676	19.95844026719006	4.082808601233274	0.0016005022459362858	0.0493701997566677	-1.0267296287595409	O00534	Robust - w Patient effect	VWA5A	von Willebrand factor A domain-containing protein 5A
